"post_id","cmt_content","cmt_author","cmt_created_at","cmt_updated_at"
"이프로","@리누님 여러가지 상황이 겹치고 있다고 생각합니다.
전기차로 전부 전환되는 분위기 였다가 일부 내연기관 제조사가 거부하고 있고 전기차는 시기상조라는 분위기가 지속되면 결국 100% 전환은 힘들지 않을까 생각 됩니다.
이러한 점들의 극복을 위해서는 제조사들이 차량 화재에 대해 적극적으로 대응해야 하는데 그렇지 않기 때문에 불안감이, 더 나아가 공포심이 증폭되는 것이라 봅니다. 군중심리를 제어하지 못한다면 전기차로 전환은 점점 더 느려질 거 같은 개인적인 생각 입니다.","17990119","2023-03-28 10:50:07",""
"머할래","모든 차는 불나고…어느 정도 개개인의 인지능력만큼 위험하니…사고 안사고는 본인의 선택이죠….","17990119","2023-03-28 10:12:53",""
"웨건마니아_록맨10","모든 차는 불이 나도 전기차는 불이 나는 상황과 속도, 소화 가능한 상황이 다르다는게 맞죠. 당연한 사실을 자꾸 오도하려고 하는건 전기차 개선에 아무 도움이 안되죠.

사회에선 좀 더 빠르게 인지하고 있는 듯 하니 다행이구요","17990119","2023-03-28 10:16:23","2023-03-28 10:19:26"
"mikastar","저런 단순 화재의 경우에는 발생확률도 낮고 사상이 발생할 가능성은 낮지만
충돌로 인한 화재 발생시에는 모든 전기차가 위험하죠.
이 두개를 한케이스에 엮어서 보시는분이 있는데 그럼 안된다고 봅니다.

물아일체좀 안했으면 좋겟군요.","17990119","2023-03-28 10:29:21","2023-03-28 10:30:38"
"우리요다이티","근데 그 카페 가서 보니까 테슬라 처럼 bms 오류 뜨고 연기날때 초동대처 잘 해서 화재까진 이어지지 않은건가요? 뭐죠...후기가 궁금하네요","17990119","2023-03-28 10:32:37",""
"meii","ev6 오너인지라 동호회 카페 오랫만에 접속해서 화재 글 찾아보았늗네
고전압배터리 화재는 아닌거 같네요
저상태로 진압완료 됐다고 하네요","17990119","2023-03-28 10:34:49","2023-03-28 10:40:15"
"poplee","다행이네요…","17990119","2023-03-28 10:56:12",""
"D-I-Y","흠 실생활에서도 전기로 인한 화재는 항상 무서운데 전기차도 은연중에 그런 느낌이 듭니다.
일반 차량이나 전기제품들 합선때문에 불나기도 하고,
스마트워치 처음 나왔을때도 손에 배터리 붙들고다니는거 안무섭냐 라는 말도 나왔는데 하물면 그 배터리가 다량으로 들어간 자동차는 더 겁나는게 당연한거같습니다.

근데 배터리 화재가 났을때 무서움은 이미 대중적으로 퍼졌구요. 당연히 아직도 그에대한 문제점은 있는거고 그게 내연기관보다 적든많든간에 발생할 수 있는 문제점이고 앞으로 더 안전한 방법을 찾아야한다고 봅니다.","17990119","2023-03-28 10:35:26",""
"clsrn413","근데 화재 이유가 뭔가요? 사고에 의한건지 아무 이유없이 달리다가 그런건지에 따라서 받아들이는게 다른데요.","17990119","2023-03-28 10:42:13",""
"커피를줄여야할텐데","@카마니아님
전기차 초기에는 가만 있다가도 자체 발화도 됐는데 요즘은 테슬라 1건 외엔 거의 없는걸로 압니다
하지만 아래부분 충돌이 있을 경우엔 배터리 화재가 나고 있습니다","17990119","2023-03-28 10:57:32",""
"TYPE214","@커피를줄여야할텐데님
모델X는 배터리 교체 후 화재가 나긴 났는데, 3시간 전조 증상 후 실내는 영향 없을 정도로 탔어요
충전 중 화재가 난 건 조에와 코나 이전 모델이고,
최근에 주행 중 이유 없이? 화재가 난 ev6는 있죠
아이오닉5는 사고 및 하부 연석에 닿아 화재, 모델3는 통풍시트 때문에 났고요","17990119","2023-03-28 11:04:26",""
"New댜넬","@커피를줄여야할텐데님 테슬라1건도 순정에서의 자체발화가 아닙니다. 수리후 사고라 수리처리에 대한 문제가 있습니다.","17990119","2023-03-28 15:21:44","2023-03-28 15:21:55"
"커피를줄여야할텐데","화재비율은 현재까지
하브 > 엔진차 > 전기차 라는 통계가 이미 있고

한번 불나면 끄기 힘든건
전기차 >> 하브 = 엔진차 죠

불이 확산되는 속도는 케바케인듯 합니다","17990119","2023-03-28 10:54:54",""
"Hoony","배터리에 화재가 발생하느냐 여부가 관건일 것 같습니다.
아이오닉의 경우 연석에 강하게 충돌하면 발화한다는 이야기가 있는데, EV6는 이부분에서 안전한지 모르겠습니다.","17990119","2023-03-28 11:05:09",""
"커피를줄여야할텐데","@Hoony님
같은 현기의 E-GMP 플랫폼이라 비슷할것 같습니다
거기에 덧붙여진 보호프레임의 차이가 있을것 같은데 이 관점에서 일단 아이오닉은 연석에 좀 더 취약해 보입니다","17990119","2023-03-28 11:17:13",""
"엑스텐드","엔진차 처음 나올때도 마차타는 사람들은 어떻게 폭약 위에 타고 다니냐고 했었죠. 인식을 바꾸는건 참 어려운것 같습니다.","17990119","2023-03-28 11:15:28",""
"공허의날개","좋은댓글들 많이달려서 정독했습니다 앞으로 더 건전한 정보교환이 이루어졌으면좋겠네요 댓달아주신분들 감사합니다","17990119","2023-03-28 12:13:44",""
"neckg","현대 전기차는 추천못하겠네요","17990119","2023-03-28 15:24:17",""
"엑스베이스","배터리 화재는 아닌걸로 압니다. 전소되지 않았고 그냥 일부만 그을렸다고 알고 있습니다. 원인이 뭔지 지켜봐야겠네요.","17990119","2023-03-28 17:07:20","2023-03-28 17:57:58"
"게떼이>","요즘 에어컨 냉매인 1234yf의 경우 가연성 가스입니다...사고로 인한 에어컨 배관 파손과 충돌로 인한 스파크 등의 발와원인과 만나면 급격한 가스 발화 폭발이 일어나기도 합니다...이건 전기차뿐만 아니라 내연기관 차량도 동일합니다...

에어컨 배관 터지고 스파크 일어나고 직분사 고압연료레일 터지면 내연기관도 대폭발 일어나는겁니다....

반대로 전기차도 메이커마다 다르겠지만....테슬라 같은 경우 성수동 모델 X 사건에서 보다시피 발화시 화염의 배출 설계가 잘 되어 있어서 사람이 타고 있는 캐빈룸은 비교적 멀쩡한 것으로 보면...

상황은 그때그때 다른 것 같습니다.","17990119","2023-03-28 17:25:45","2023-03-28 17:29:49"
"우리요다이티","기계식에 전기차 안받아줄겁니당... 무게 때문에요","17960100","2023-03-13 16:48:00",""
"Gobi","@우리요다이티님 2200아래인 애들도 있어서 어떤게 가능한지 궁금해서 적은 글입니다.","17960100","2023-03-13 17:04:03",""
"Gobi","@AppleWatch님 오 테슬라 훌륭합니다.","17960100","2023-03-13 17:04:50",""
"Tide","모델3 1830kg
모델Y 2000kg
모델S 2162kg
볼트EV 1640kg
코나EV 1680kg
미니EV 1390kg
포터EV 1930kg
폴스타2 2145kg","17960100","2023-03-13 16:55:14","2023-03-13 17:17:25"
"Gobi","@Tide님 모델 Y가 의외로 가능하네요?","17960100","2023-03-13 17:04:38",""
"별멍멍멍","세곡동에 2.4톤 엘리베이터식이 있더라고요.
팰리세이드도 들어갑니다
오닉5도 너끈히 가능하고요","17960100","2023-03-13 16:55:53",""
"Gobi","@별멍멍멍님 2.4도 존재하는군요? 높이도 충분한가봅니다.","17960100","2023-03-13 17:05:04",""
"별멍멍멍","@Gobi님 팰리도 들어갈 정도니
건물주가 꽤 신경좀 썼나봅니다 ㅎㅎ","17960100","2023-03-13 17:08:19",""
"Gobi","@별멍멍멍님 건물도 좋을것 같습니다 ㅎㅎㅎ","17960100","2023-03-13 20:11:06",""
"네입어","@별멍멍멍님
2,615kg인 제 차는 어림 없군요ㅠㅠ","17960100","2023-03-13 20:25:13",""
"엑스베이스","지역이 어디신지는 몰라도 서울엔 오래된 건물이 너무 많아서 기계식 주차장 있어도 대부분 1600kg 미만 내지 1800kg 미만이 많더라구요. 그나마 장거리형 전기차 중엔 코나, 니로, 볼트 정도만...","17960100","2023-03-13 17:12:38","2023-03-13 17:16:46"
"Gobi","@엑스베이스님 지하주차장도 엄청 좁은 곳이 많죠 ㅜㅜ","17960100","2023-03-13 20:11:20",""
"아노군","gv60 2륜이 2톤 약간 안되서 들어는 같 수 있읓겁니다.","17960100","2023-03-13 17:24:50",""
"크렙스","아이오닉5, 6 4륜까지 될겁니다","17960100","2023-03-13 17:46:19",""
"아느아","주차장법에 의해 중형과 대형으로 나뉘고, 규격은 다음과 같습니다.
중형(길이 5.05미터 이하, 너비 1.9미터 이하, 높이 1.55미터 이하, 무게 1,850킬로그램 이하)
대형(길이 5.75미터 이하, 너비 2.15미터 이하, 높이 1.85미터 이하, 무게 2,200킬로그램 이하)","17960100","2023-03-13 19:11:40",""
"Gobi","@아느아님 오 그러면 i4는 2,110kg이니까 대형에는 무난하게 들어가겠네요.","17960100","2023-03-13 20:10:56",""
"nanothings","무게 상관없이 파란 번호판이면 안받아주더라고요.

모델Y 스탠다드 공차중량 1,778kg 가능한데 무조건 거부 당했습니다.
거부요소가 무게뿐만이 아니겠죠","17960100","2023-03-13 20:47:43",""
"retinadisplay","@nanothings님 주차장법에 따라 불법 주차거부네요","17960100","2023-09-05 15:55:32",""
"5mozart","전기차면 무조건 안받는곳이 태반입니다. 아마 화재발생 가능성도 보는거 같네요","17960100","2023-03-13 23:24:36",""
"딥크로마블루","공차중량과 실무게와는 차이가 있어서 공차중량을 근거로 받아주진 않을겁니다","17960100","2023-03-14 08:46:09",""
"TYPE214","레이EV 가격이 궁금하네요","17953265","2023-03-10 09:03:14",""
"masquerade","@TYPE214님

+1

오 땡기지만

막상 오픈 하면 실망 하겠죠?","17953265","2023-03-10 09:12:51",""
"TYPE214","@masquerade님
중국에선 120km 주행 가능한 홍광미니ev가 700만원 정도에 구매 가능해 엄청난 인기를 끈 것으로 알아요
한국에선 레이ev 2세대가 주행거리 늘리고 상품성을 개선해 비슷한 포지션으로 수요가 많을 거 같아요
가격이야 3배 이상 차이나겠지만요..ㅎ","17953265","2023-03-10 09:20:27","2023-03-10 09:20:57"
"EggMon","요새 유럽 중국의 부품메이커들이 내놓는 소형차용 전기차 솔루션들 보면 차체 만들고 배터리만 사서 끼워팔면 되는 수준까지로 원모듈 솔루션이 나오더라구요..","17953265","2023-03-10 09:13:36","2023-03-10 09:15:30"
"tear","가격만 싸다면 계속 확대해 나갈거 같네요.","17953265","2023-03-10 09:16:44",""
"공부할까","전기 관련해서는 다 수입한다던데 아마도 3천4백 정도에 나와서 보조금 나오면 2천7백 정도 되지 않을까요....???","17953265","2023-03-10 09:28:06","2023-03-10 09:28:53"
"아이포린","@공부할까님 2천 초반이면 괜찮을 것 같은데요;; 주행 거리 얼마나 나올까요","17953265","2023-03-10 09:57:55",""
"공부할까","@아이포린님
저도 유튜브 발 정보뿐이라 잘 모르는데요....
아마 일본에서 제일 잘 팔리는 전기 경차 사꾸라가 180km니까 이 정도 나오지 않을까 싶습니다.","17953265","2023-03-10 10:04:00",""
"셀빅아이","@공부할까님 +1 // 이 가격 예상합니다.
현기가 8년 정도 유지비 까지 해서 가격책정 하더군요.","17953265","2023-03-10 22:43:23",""
"Gaskell","세금으로 중공기업을 키워주는군요..","17953265","2023-03-10 10:08:41",""
"Demolation","@Gaskell님 전기차 lfp배터리는 catl등 중국기업만 생산하고 있으니까요","17953265","2023-03-10 10:54:06",""
"쇼하고있네","드디어 인산철이 들어오는군요
주행거리 400KM 이상만 되면 인산철이 최고죠","17953265","2023-03-10 10:31:36",""
"한-라-산","가성비 (정확한 제원은 모르지만?) 월등한가 봐요?","17953265","2023-03-10 10:53:23",""
"iterator","@한-라-산님 리튬이온보다 싸고, 화재위험이 적습니다. 단점은 꽤 무겁다는 것인데 패키징 경량화로 어느정도 커버하고 있는 상황이라 앞으로 대세가 될 가능성이 높은 재료입니다.","17953265","2023-03-10 13:11:40",""
"한-라-산","@iterator님현대 입장에서는 CATL 선택할 수밖에 없네요?
판매가격에 어느 정도 반영할지 모르지만? 최고의 선택 ....?","17953265","2023-03-10 13:26:31","2023-03-10 13:28:05"
"마훈네","@님
좋은거 다 모으면 당연히 좋죠","17953265","2023-03-10 17:23:29",""
"라면라면","대충 보조금 후 2천 중후반쯤 될것 같네요.
주행거리만 250킬로 정도 뽑아주면 살품성 좋아보입니다.
캐스퍼 전기차가 가장 기대되네요.","17953265","2023-03-10 11:00:31",""
"그대로멈춰라","Lfp 배터리 양극재 특허를 중국이 무효화해서 중국내수 파이를 키웠죠. 결국은 중국이 양아치인거죠 ㅠㅠ","17953265","2023-03-10 11:33:58","2023-03-10 11:34:05"
"닉이름닉","다른 질문인데요
리튬대신 나트륨 쓰면 배터리 안 터지나요?","17953265","2023-03-10 11:37:20",""
"그건컵핸들","@닉이름닉님 불이나도 적게 말꺼같아요 물부으면 꺼질정도로요

리튬은 물부으면 온도가 올라가서요","17953265","2023-03-10 14:38:00",""
"AIROID","@그건컵핸들님 나트륨도 물에 담그면 터져요","17953265","2023-03-10 14:51:55",""
"그건컵핸들","@AIROID님 찾아보니
그렇쿤요 안전한건 아니군요","17953265","2023-03-10 17:08:00",""
"삼알배엽바척","https://www.clien.net/service/board/park/16321988
CLIEN","17953265","2023-03-11 02:11:04",""
"ARobin","대중국 무역적자는 계속 증가하겠네요","17953265","2023-03-10 12:29:36",""
"엑스베이스","안그래도 차체가 작아 하부 공간 문제로 리튬이온 넣어도 주행거리를 크게 기대할수 없는 수준이었는데 리튬 인산철이면 주행거리 더 줄어들겠습니다. 그냥 현 상황에 맞춰 생산가 맞추는 플랜을 바꿨나 보네요.","17953265","2023-03-10 13:36:58",""
"HTR","배터리 안(못) 만드는 현기차로서는 LG엔솔에 협상력 가지려면 중국산도 쓸 수 있다 이런 제스처를 보여야 되죠.

LFP 가 에너지밀도로 인한 무게 단점을 패키징 개선해서 대세가 된다고 하시는 분도 있지만 화학적 에너지 밀도 한계때문에 저가차량은 LFP, 중고가 프리미엄은 NCM계로 반반정도 나누기로 갈거라고 봅니다.

게다가 공통으로 들어가는 리튬값이 미친듯이 오르면 LFP 는 상대적으로 정밀하게 만들지 않아도 화재가 잘 나지 않는다는 장점 정도나 남지 무게라는 치명적 단점은 어쩔수가 없죠.. 셀투팩도 부피만 줄이지 무게는 못 줄이니까요.","17953265","2023-03-10 13:39:00","2023-03-10 15:04:05"
"Moderate","자동차회사들 판매 중장기 계획 보면 LFP 배터리 공급이 불가피한데 아무리 이야기해도 전부 외면하더라고요. 국내 기업 이해관계 때문인지요","17953265","2023-03-10 14:57:13",""
"HTR","@Moderate님 지금 LFP 만들어도 이미 LFP 규모를 완성해서 저가 경쟁력 만땅 확보한 중국 거대 배터리 업체를 가격으로 이겨먹기가 힘들어서 그렇습니다. 가격으로 승부하는 시장에서 중국업체하고 출혈경쟁하다간 LCD 사업처럼 조단위 적자 내고 망합니다.","17953265","2023-03-10 15:06:54","2023-03-10 15:07:16"
"Moderate","@HTR님

그렇죠.. 아무튼 저는 OEM사 기준으로 말했던 거였거든요. NCM배터리 확보 계획 제시 없는 완성차 업체의 중장기 판매 대수 확대는 필연적으로 LFP 배터리의 공급확대를 가져올 수밖에 없다는 걸 2020년에 이야기 했는데.. 배터리 업계나 완성차 친구들은 관심이 없더군요","17953265","2023-03-10 17:44:13","2023-03-10 17:46:35"
"HTR","@Moderate님 LFP는 이제 하고 싶어도 중국업체들 때문에 투자금이 회수가 안 될게 뻔한 게 문제죠.

2020년 당시에는 중국이 중국의 한국배터리공장 제품쓴 것을 전기차 보조금을 안 주면서 차별하던 때라서 투자할 수도 없었고요.

작정하고 미국이나 중국이 배제하는 시장에 들어갔다간 손해만 봅니다. 그걸 외교로 정부가 풀어야 되는데.. 뭐 굥씨정권에서는 기대하기 힘들 거예요.","17953265","2023-03-10 18:40:24","2023-03-10 18:41:10"
"clsrn413","e gmp만 사야겠군요","17953265","2023-03-10 15:04:46",""
"seno","https://www.clien.net/service/board/park/17954504
CLIEN

인산철(LFP) 배터리가 실제로 화재가 덜 나는지는 의문입니다.","17953265","2023-03-10 17:57:52","2023-03-10 17:58:16"
"HTR","@seno님 중국이 처음에 LFP 에 집중한 이유도 철 양극재 가격이 저렴 + 낮은 수준의 공정으로 만들어도 불붙을 확률이 NCM 보다 낮아서 시작한건데 지금은 그걸로 쌓은 규모와 기술로 NCM도 넘보고는 있는데.. LFP 배터리 회사도 너무 많다보니 5등 이하 회사는 주먹구구로 만들어 LFP도 불이 자주 납니다. CATL, BYD 쯤 되야 좀 품질관리가 되는편인데.. BYD가 화재가 잦은 건 화재에 제일 취약한 하이브리드에 주력해서라는 분석도 있고요.","17953265","2023-03-10 20:17:39",""
"seno","@HTR님 하이브리드가 화재에 제일 취약하다는 얘기는 미국발 가짜 통계일 겁니다. 그 외엔 확실히 결론이 안 났다고 압니다. BYD가 플러그인 하이브리드를 많이 만들기는 한데, 이쪽의 화재율이 더 높은지는 잘 모르겠습니다.","17953265","2023-03-11 16:17:44","2023-03-11 16:29:00"
"HTR","@seno님 일반 하이브리드는 별 문제 없는데 배터리를 왕창 넣은 플러그인 하이브리드는 화재가 자주 발생한다고 합니다. 실제로 제조사 막론하고 플러그인 하이브리드는 리콜도 많이 되었고요..","17953265","2023-03-11 16:42:26","2023-03-11 16:48:21"
"cde3231","앞으로 계속 심해지겠지요. 출고는 계속하는데 충전소는 제자리걸음니 전기차 타기 점점 어려워질겁니다.","17950360","2023-03-08 19:38:31",""
"우리요다이티","@cde3231님 그러게요….단독주택 가고 싶습니다 ㅋㅋ","17950360","2023-03-08 19:40:41",""
"clsrn413","완속4대는 좀 심했네요.. 매일 충전해야하는 영업용, phev 포함하면...","17950360","2023-03-08 19:53:35","2023-03-08 20:03:04"
"우리요다이티","@카마니아님 네.....근데 아무래도 동대표들중 전기차 오너가 없는지....심각성을 모르더군요 ㅋㅋ","17950360","2023-03-08 22:26:36",""
"라마님","viper9kdb님// 대공감입니다!","17950360","2023-03-08 22:03:58",""
"우리요다이티","@viper9kdb님 전기차 몇대 없던 시절엔 PHEV가 주차하는거 많이 봤는데요 10대 넘어가니까 PHEV는 충전 못하더라구요 안보입니다 ㅋㅋ; 지금은 PHEV보다 영업용 포터가 차 배터리, 냉동고 배터리 충전하느라....매일 주차하는게 오히려 문제입니다 ㅋㅋ;","17950360","2023-03-08 22:26:00",""
"우리요다이티","@EERiE님 여행 가거나 할때는 환경부 급속 잘되어 있어서 걱정이 없는데 집밥이 문제네뇨 ㅠㅠ","17950360","2023-03-09 09:54:06",""
"TYPE214","제가 있는 동은 충전기 4개에 전기차는 두대네요
다행히 단 한번도 충전에 구애받은 적이 없어요","17950360","2023-03-09 07:22:41",""
"우리요다이티","@TYPE214님 부럽습니다…ㅠㅠ 올해 보조금 풀리면 더욱 늘어날께 훤히 보입니다 저희는 ㅠㅠ","17950360","2023-03-09 09:53:01",""
"솔로맥","저희 아파트도 추가 설치분 18대 완속 충전기는 화재 우려로 1층 지상 주차장에 설치했어요. 덕분에 좋은 자리가 충전소... 고맙죠.","17950360","2023-03-09 08:21:16",""
"우리요다이티","@솔로맥님 ㅎㅎㅎ 부럽습니다 ㅠㅠㅠㅠ","17950360","2023-03-09 09:53:34",""
"eggry","충전지옥이 오고 있는 것 같습니다.","17950360","2023-03-09 15:05:33",""
"콜홍","쏘카로 코나 일렉트릭이랑 아이오닉5 탔다가 ev6 차주가 되었습니다.","17892637","2023-02-06 22:11:54",""
"알로하서군","저도 전기차 타보고 우와 하다가 명절에 휴게소에서 충전하려고 줄 서 있는 거 보고 접었습니다.","17892637","2023-02-06 22:13:16",""
"커피를줄여야할텐데","@알로하서군님
명절 중 설은 고속도로 휴게소 들리지 않도록 계획 짜야 합니다 ㅋㅋ

1. 미리 완충하고 출발
2. ""아빠 추워. 왜 히터 안켜?""
3. ""시끄러. 얼릉 자""
4. 충전없이 목적지 도착","17892637","2023-02-07 11:37:18","2023-02-07 11:37:24"
"헤도니스","제가 쏘카로 볼트ev 렌트해서 타다가...................중고로 들였습니다. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ","17892637","2023-02-06 22:24:04",""
"BLMN","저도 i3, 코나 일렉을 제주도서 타보고 전기차로 굳혔죠 ㅎㅎ","17892637","2023-02-06 22:25:04",""
"SweetBeen","이제 가격을 보시면..좀 차분해지지 않을까요? ㅎㅎ","17892637","2023-02-06 22:25:59",""
"ⓝporori","몇년 전 부모님 장거리를 가는데 볼트 예약했다가 충전 스트레스를 받았던 안좋은 기억이 있습니다 ㅠㅠㅠ
겨울철 충전속도가 정말 느리더라구요","17892637","2023-02-06 22:27:54",""
"Everholic","제주도에서 구오닉 타 보고 구오닉 샀었죠. ㅎㅎ","17892637","2023-02-06 22:39:08",""
"A1586","저는 쏘카쓸때 아이오닉5만 렌트합니다 일단 주행요금이 저렴해서 결과적으로 더 싸고 1년에 7만원 현금페이백도 저탄소 무슨 가입하면 줘서.. ㅋㅋ 어쩌다가 엔진차 빌려서 타면 차 고장났나 왜케 안나가 이럽니다","17892637","2023-02-06 22:44:54",""
"citytour","볼트 차는 너무좋죠...가속이나 주행영역은 정말 차고넘치구요
다만 겨울충전속도가 너무 느려서 비추입니다ㅜ다른 전기차들과 비교해도 훨씬 느립니다","17892637","2023-02-06 22:53:40",""
"Cabrio","볼트 다 좋은데 시트가 너무 얇아서 타기 힘들었었는데 의외네요","17892637","2023-02-06 23:36:14",""
"다시살자","볼트를 10만 타면서 정말 좋았던 기억이 제 입장에선 시트도 그다지 불만은 없었고 승차감도 나름 괜찮은데 충전이 겨울엔 조금 그랬습니다 지금음 모3을 타지만 원페달은 테슬라이지 않을까란 생각은 합니다","17892637","2023-02-07 00:09:59",""
"히페르","제주도가 문제입니다 ㅋㅋㅋ 저도 한번 호기심에 니로 전기차 렌트 후 고민의 고민을 하다 전기차 계약중입니다. 조용한것도 좋고 합류 해야할때 터보렉 따위없이 쭉 밀어주는게 좋더군요.","17892637","2023-02-07 03:23:28",""
"꾸꾸믹스","원페달 위험하다고 그렇게 상욕해대지만
이런 경우도 생기는거죠.. 써보니 난 좋더라 라는 ㅋㅋㅋ

원페달은 제 경험상
볼트보단 테슬라
테슬라 보단 i3가 더 강합니다
볼트가 100이면
110-120 정도의 차이인듯 합니다 ㅎㅎ","17892637","2023-02-07 05:32:25",""
"슈퍼모타드","920세대 충전소8기... 추가 설치 계획 없다고 해서
포기했습니다. 법으로 강제화 하기전부터 설치하자고
주장했었는데 이런저런 문제로 계속 부정적이더라구요
(화재관련 뉴스 계시글을 계속 업로드하심)
이사를 가지않는이상 저는 힘들거 같습니다.","17892637","2023-02-07 07:33:20",""
"ckhoon","저도 쏘카가 문제였죠. 괜히 호기심에 코나EV 한번 탔다가 음? 하고 다시 한번 타보고.. 모델X 오너가 되었습니다.","17892637","2023-02-07 07:38:17","2023-02-07 07:59:10"
"매력댕이","반대로 ㅁ3 하루 타보고 이건 아이다란 생각에 접었죠.","17892637","2023-02-07 07:50:59",""
"솔로맥","볼트EV 좋은 차 입니다. 특히 도심에서...
모델3도 가지고 있지만 도심쪽 운행할 때는 와이프의 볼트EV를 즐겨 몰고다닙니다. 아주 편해요.","17892637","2023-02-07 08:23:04",""
"야하하하","수 년 전에 제주도에서 코나 렌트하고 지금은 테슬라 오너가 되었습니다.
그 때 주식도 같이 샀었으면....
슈퍼차저까지 있으니 명절에 줄 설 일도 없고 좋습니다.","17892637","2023-02-07 08:36:00","2023-02-07 08:36:28"
"숑숑이멍키","전기차는 애초에 좋습니다.. 모삼 오너지만 euv 타는 동생꺼 얻어 타도 좋터라구요. 충전여건과 모든게 부합이 된다면 전기차 혜택도 많코 좋치요.. 그래서 저만 타고 싶어요.","17892637","2023-02-07 08:40:08",""
"탱탱자","17년도에 아이오닉 EV를 타보고 신세계를 경험했지만 주행거리로 인해 구입하지 못했습니다. 그리고 18년도에 쉐보레 볼트를 경험해봤는데 주행거리까지 괜찮고 가속력, 변속충격까지 좋으니 정말 좋더라구요. 하지만 충전 인프라로 인해 구입히지 못했습니다. 그리고 아이오닉5 AWD를 타보고 바로 구입했습니다. 집밥과 회사밥이 있으니 정말 좋더라구요!","17892637","2023-02-07 08:57:57",""
"flaw","볼트에 k7 좌석 이식하는 작업들 꽤 하시더라고요..","17892637","2023-02-07 08:59:36",""
"베르바토프","반대로 모델x타보고 전기차 아직못사겠다 싶었네요","17892637","2023-02-07 09:01:30",""
"머할래","그 편하시다는 원페달 증오하시는 분들도 많아요. ㅎㅎ
테슬라…뭐 별다를까요? 볼트를 안차봐서…오파는 사랑입니다","17892637","2023-02-07 09:17:05",""
"디지","전기차는 집밥이 없거나 장거리 운행시 충전에 대한 스트레스 빼고는 다 장점이죠...","17892637","2023-02-07 09:27:45",""
"더블숏","모3 롱. 테슬라 공홈에 스탁차량 있습니다. 고고고 ㅎ","17892637","2023-02-07 10:11:39",""
"Canyon","1년만 참으시면 선택지가 많아지실 겁니다.....","17892637","2023-02-07 10:17:31",""
"프로미스나인","볼트 원페달모드가 현대기아 아이페달보다 편하고 좋은편이더라구요 ..ㅎ
충전속도만 빼면 가격대비 너무 만족하고있습니다. ㅎㅎ","17892637","2023-02-07 10:33:27",""
"culhong","집밥 없으면 볼트는 비추천 드립니다.
겨울 충전속도 너무 느려요... 최대가 50kw이라.

겨울엔 25kw 넘기기 힘들어요

히트펌프도 없어서
겨울에 쥐약입니다.

하지만 집밥이 있으면 가성비 좋은 기본기 좋은 전기차죠

코나나 니로 처럼 편의장비가 많지는 않지만
기본기는 좋은 차입니다.","17892637","2023-02-07 10:40:40",""
"너구리님","IG lpi 타는데 제주도 가서 처음 타 본 볼트가 정말 쇼크 였지요. 그 뒤에 코나, 아이오닉5 등등 식구들 다 같이 타면서 저희집 다음 1호차는 아이오닉5로 결정 했네요. 볼트가 가격만 좀 더 싸고 구하기 쉽고 세금혜택만 더 있이면( 바라는 것도 많다…) 2호차 경차를 볼트로 타면 딱 좋겠는데 말이지요.","17892637","2023-02-07 11:42:43",""
"캬오NP89W","전 최근에 리콜통지서 하나 받았는데, 제가 안 가니까 아내도 예약을 안 하네요. 아내가 학원 뺑뺑이 돌리는 차라 80%만 맥스로 충전하면서 타고 있는데... 불안해서 리콜 받으려 가려고 시간 빼려니 성질 뻗치네요. 흑흑","17878972","2023-01-31 10:50:03",""
"InMyLify","@캬오캬오님 웬만하면 리콜은 안전을 위해 시간 내시는걸 권해드립니다.
안받는것보다 실제 심적 안정감이 더 크더군요.. ㅎㅎ","17878972","2023-01-31 15:05:00",""
"캬오NP89W","@InMyLify님 개떡같은 차 잘못 사서 제대로 쓰지도 못하고 벌벌 떨며 리콜이나 하려고 휴가 내고 하니까 짜증이 솟구쳐서요","17878972","2023-01-31 15:10:56",""
